Date1,UK2Y,Date2,US2Y,Date3,GBPUSD
09/07/2012,0.933,09/07/2012,0.521,09/07/2012,1.552553951
10/07/2012,0.9401,10/07/2012,0.5235,10/07/2012,1.551831161
11/07/2012,0.9122,11/07/2012,0.5003,11/07/2012,1.550387597
12/07/2012,0.8732,12/07/2012,0.4805,12/07/2012,1.542971764
13/07/2012,0.8968,13/07/2012,0.4635,13/07/2012,1.557389815
16/07/2012,0.8947,16/07/2012,0.4645,16/07/2012,1.563477173
17/07/2012,0.9094,17/07/2012,0.475,17/07/2012,1.565435191
18/07/2012,0.8488,18/07/2012,0.4615,18/07/2012,1.565190171
19/07/2012,0.8549,19/07/2012,0.4455,19/07/2012,1.572574304
20/07/2012,0.8133,20/07/2012,0.4425,20/07/2012,1.562255898
23/07/2012,0.8023,23/07/2012,0.4475,23/07/2012,1.550868486
24/07/2012,0.8148,24/07/2012,0.44,24/07/2012,1.550628004
25/07/2012,0.8025,25/07/2012,0.4345,25/07/2012,1.549907006
26/07/2012,0.8092,26/07/2012,0.441,26/07/2012,1.568627451
27/07/2012,0.839,27/07/2012,0.4405,27/07/2012,1.57480315
30/07/2012,0.7913,30/07/2012,0.418,30/07/2012,1.571091909
31/07/2012,0.7678,31/07/2012,0.415,31/07/2012,1.567889621
01/08/2012,0.7978,01/08/2012,0.434,01/08/2012,1.55351872
02/08/2012,0.8059,02/08/2012,0.4355,02/08/2012,1.551349674
03/08/2012,0.8257,03/08/2012,0.446,03/08/2012,1.564210856
06/08/2012,0.7757,06/08/2012,0.4355,06/08/2012,1.56030582
07/08/2012,0.8072,07/08/2012,0.46,07/08/2012,1.562255898
08/08/2012,0.8423,08/08/2012,0.47,08/08/2012,1.565680288
09/08/2012,0.857,09/08/2012,0.475,09/08/2012,1.563966218
10/08/2012,0.8375,10/08/2012,0.4695,10/08/2012,1.568873549
13/08/2012,0.855,13/08/2012,0.4655,13/08/2012,1.56838143
14/08/2012,0.855,14/08/2012,0.474,14/08/2012,1.567643831
15/08/2012,0.8518,15/08/2012,0.492,15/08/2012,1.56838143
16/08/2012,0.8752,16/08/2012,0.497,16/08/2012,1.573316551
17/08/2012,0.862,17/08/2012,0.4955,17/08/2012,1.569858713
20/08/2012,0.874,20/08/2012,0.491,20/08/2012,1.571091909
21/08/2012,0.897,21/08/2012,0.4955,21/08/2012,1.578781181
22/08/2012,0.8776,22/08/2012,0.4525,22/08/2012,1.588057805
23/08/2012,0.861,23/08/2012,0.445,23/08/2012,1.586042823
24/08/2012,0.8174,24/08/2012,0.451,24/08/2012,1.581027668
27/08/2012,0.8175,27/08/2012,0.45,27/08/2012,1.579279848
28/08/2012,0.7886,28/08/2012,0.437,28/08/2012,1.581777918
29/08/2012,0.8004,29/08/2012,0.4445,29/08/2012,1.583280557
30/08/2012,0.772,30/08/2012,0.4275,30/08/2012,1.578531965
31/08/2012,0.7689,31/08/2012,0.401,31/08/2012,1.586546089
03/09/2012,0.7588,03/09/2012,0.3981,03/09/2012,1.588562351
04/09/2012,0.7698,04/09/2012,0.3955,04/09/2012,1.587049675
05/09/2012,0.7766,05/09/2012,0.4025,05/09/2012,1.590330789
06/09/2012,0.8025,06/09/2012,0.425,06/09/2012,1.593117731
07/09/2012,0.8051,07/09/2012,0.4035,07/09/2012,1.600768369
10/09/2012,0.8375,10/09/2012,0.396,10/09/2012,1.598976655
11/09/2012,0.8283,11/09/2012,0.3955,11/09/2012,1.606941989
12/09/2012,0.8526,12/09/2012,0.398,12/09/2012,1.610824742
13/09/2012,0.8282,13/09/2012,0.374,13/09/2012,1.615508885
14/09/2012,0.8441,14/09/2012,0.376,14/09/2012,1.621533971
17/09/2012,0.841,17/09/2012,0.3745,17/09/2012,1.624959376
18/09/2012,0.817,18/09/2012,0.3865,18/09/2012,1.624431449
19/09/2012,0.79,19/09/2012,0.3895,19/09/2012,1.622060016
20/09/2012,0.77,20/09/2012,0.393,20/09/2012,1.621533971
21/09/2012,0.7822,21/09/2012,0.389,21/09/2012,1.622849724
24/09/2012,0.7845,24/09/2012,0.396,24/09/2012,1.622060016
25/09/2012,0.7882,25/09/2012,0.403,25/09/2012,1.618646811
26/09/2012,0.803,26/09/2012,0.4215,26/09/2012,1.616553508
27/09/2012,0.788,27/09/2012,0.3995,27/09/2012,1.623640201
28/09/2012,0.7223,28/09/2012,0.3665,28/09/2012,1.616814875
01/10/2012,0.725,01/10/2012,0.365,01/10/2012,1.613163413
02/10/2012,0.708,02/10/2012,0.3795,02/10/2012,1.613163413
03/10/2012,0.6827,03/10/2012,0.369,03/10/2012,1.607458608
04/10/2012,0.6821,04/10/2012,0.3815,04/10/2012,1.619170984
05/10/2012,0.686,05/10/2012,0.4,05/10/2012,1.613684041
08/10/2012,0.644,08/10/2012,0.3935,08/10/2012,1.602564103
09/10/2012,0.6524,09/10/2012,0.384,09/10/2012,1.600512164
10/10/2012,0.669,10/10/2012,0.384,10/10/2012,1.600768369
11/10/2012,0.6736,11/10/2012,0.3855,11/10/2012,1.604621309
12/10/2012,0.676,12/10/2012,0.38,12/10/2012,1.606941989
15/10/2012,0.6852,15/10/2012,0.367,15/10/2012,1.606941989
16/10/2012,0.7102,16/10/2012,0.3615,16/10/2012,1.61108426
17/10/2012,0.705,17/10/2012,0.3855,17/10/2012,1.614726304
18/10/2012,0.712,18/10/2012,0.398,18/10/2012,1.60436387
19/10/2012,0.7124,19/10/2012,0.4,19/10/2012,1.600256041
22/10/2012,0.702,22/10/2012,0.4035,22/10/2012,1.601537476
23/10/2012,0.6768,23/10/2012,0.3955,23/10/2012,1.595405233
24/10/2012,0.6779,24/10/2012,0.3885,24/10/2012,1.603849238
25/10/2012,0.708,25/10/2012,0.418,25/10/2012,1.611863314
26/10/2012,0.69,26/10/2012,0.402,26/10/2012,1.610565308
29/10/2012,0.67,29/10/2012,0.392,29/10/2012,1.603334937
30/10/2012,0.685,30/10/2012,0.4095,30/10/2012,1.607200257
31/10/2012,0.6938,31/10/2012,0.3945,31/10/2012,1.612903226
01/11/2012,0.687,01/11/2012,0.3825,01/11/2012,1.612903226
02/11/2012,0.685,02/11/2012,0.389,02/11/2012,1.602307323
05/11/2012,0.6671,05/11/2012,0.373,05/11/2012,1.597954618
06/11/2012,0.673,06/11/2012,0.402,06/11/2012,1.599488164
07/11/2012,0.6505,07/11/2012,0.3775,07/11/2012,1.598465473
08/11/2012,0.66,08/11/2012,0.3735,08/11/2012,1.598465473
09/11/2012,0.65,09/11/2012,0.3805,09/11/2012,1.589572405
12/11/2012,0.643,12/11/2012,0.377,12/11/2012,1.587805653
13/11/2012,0.6414,13/11/2012,0.3715,13/11/2012,1.587049675
14/11/2012,0.66,14/11/2012,0.367,14/11/2012,1.584032948
15/11/2012,0.642,15/11/2012,0.377,15/11/2012,1.586546089
16/11/2012,0.6525,16/11/2012,0.376,16/11/2012,1.588310038
19/11/2012,0.663,19/11/2012,0.374,19/11/2012,1.59083678
20/11/2012,0.688,20/11/2012,0.379,20/11/2012,1.592610288
21/11/2012,0.725,21/11/2012,0.392,21/11/2012,1.595405233
22/11/2012,0.722,22/11/2012,0.3995,22/11/2012,1.593879503
23/11/2012,0.738,23/11/2012,0.401,23/11/2012,1.602820965
26/11/2012,0.7487,26/11/2012,0.4,26/11/2012,1.602564103
27/11/2012,0.747,27/11/2012,0.389,27/11/2012,1.602050625
28/11/2012,0.714,28/11/2012,0.378,28/11/2012,1.601281025
29/11/2012,0.7292,29/11/2012,0.377,29/11/2012,1.604106513
30/11/2012,0.733,30/11/2012,0.3705,30/11/2012,1.601281025
03/12/2012,0.7375,03/12/2012,0.372,03/12/2012,1.609269392
04/12/2012,0.725,04/12/2012,0.364,04/12/2012,1.610046691
05/12/2012,0.7007,05/12/2012,0.361,05/12/2012,1.609528408
06/12/2012,0.6804,06/12/2012,0.357,06/12/2012,1.605136437
07/12/2012,0.652,07/12/2012,0.357,07/12/2012,1.604106513
10/12/2012,0.6572,10/12/2012,0.354,10/12/2012,1.607717042
11/12/2012,0.668,11/12/2012,0.355,11/12/2012,1.611343861
12/12/2012,0.6541,12/12/2012,0.354,12/12/2012,1.614726304
13/12/2012,0.663,13/12/2012,0.363,13/12/2012,1.611343861
14/12/2012,0.67,14/12/2012,0.358,14/12/2012,1.617337862
17/12/2012,0.678,17/12/2012,0.38,17/12/2012,1.620482904
18/12/2012,0.693,18/12/2012,0.395,18/12/2012,1.625223468
19/12/2012,0.713,19/12/2012,0.398,19/12/2012,1.62469537
20/12/2012,0.724,20/12/2012,0.401,20/12/2012,1.627869119
21/12/2012,0.7025,21/12/2012,0.4105,21/12/2012,1.617076326
24/12/2012,0.7175,24/12/2012,0.41,24/12/2012,1.612123166
25/12/2012,0.7175,25/12/2012,0.414,25/12/2012,1.612643122
26/12/2012,0.7175,26/12/2012,0.412,26/12/2012,1.613684041
27/12/2012,0.697,27/12/2012,0.4045,27/12/2012,1.610046691
28/12/2012,0.705,28/12/2012,0.3945,28/12/2012,1.615769914
31/12/2012,0.71,31/12/2012,0.392,31/12/2012,1.624959376
01/01/2013,0.71,01/01/2013,0.395,01/01/2013,1.62469537
02/01/2013,0.738,02/01/2013,0.385,02/01/2013,1.625487646
03/01/2013,0.743,03/01/2013,0.3975,03/01/2013,1.610824742
04/01/2013,0.763,04/01/2013,0.402,04/01/2013,1.606941989
07/01/2013,0.763,07/01/2013,0.394,07/01/2013,1.611603546
08/01/2013,0.733,08/01/2013,0.386,08/01/2013,1.605651895
09/01/2013,0.719,09/01/2013,0.377,09/01/2013,1.602307323
10/01/2013,0.749,10/01/2013,0.3875,10/01/2013,1.616814875
11/01/2013,0.7475,11/01/2013,0.384,11/01/2013,1.613423685
14/01/2013,0.74,14/01/2013,0.3795,14/01/2013,1.607717042
15/01/2013,0.731,15/01/2013,0.375,15/01/2013,1.606425703
16/01/2013,0.718,16/01/2013,0.374,16/01/2013,1.600768369
17/01/2013,0.754,17/01/2013,0.4055,17/01/2013,1.599232368
18/01/2013,0.745,18/01/2013,0.397,18/01/2013,1.586797842
21/01/2013,0.754,21/01/2013,0.3995,21/01/2013,1.583029919
22/01/2013,0.745,22/01/2013,0.3935,22/01/2013,1.584032948
23/01/2013,0.719,23/01/2013,0.387,23/01/2013,1.584534939
24/01/2013,0.711,24/01/2013,0.3945,24/01/2013,1.579030475
25/01/2013,0.7413,25/01/2013,0.432,25/01/2013,1.580028441
28/01/2013,0.738,28/01/2013,0.4421,28/01/2013,1.569365976
29/01/2013,0.726,29/01/2013,0.438,29/01/2013,1.57629256
30/01/2013,0.746,30/01/2013,0.426,30/01/2013,1.580028441
31/01/2013,0.753,31/01/2013,0.434,31/01/2013,1.58579131
01/02/2013,0.747,01/02/2013,0.423,01/02/2013,1.569365976
04/02/2013,0.73,04/02/2013,0.4208,04/02/2013,1.576044129
05/02/2013,0.7244,05/02/2013,0.43,05/02/2013,1.565925462
06/02/2013,0.704,06/02/2013,0.412,06/02/2013,1.566170713
07/02/2013,0.704,07/02/2013,0.408,07/02/2013,1.571338781
08/02/2013,0.694,08/02/2013,0.4055,08/02/2013,1.580278129
11/02/2013,0.6829,11/02/2013,0.4163,11/02/2013,1.565925462
12/02/2013,0.698,12/02/2013,0.4224,12/02/2013,1.566170713
13/02/2013,0.722,13/02/2013,0.4309,13/02/2013,1.554243084
14/02/2013,0.7006,14/02/2013,0.4179,14/02/2013,1.549426712
15/02/2013,0.706,15/02/2013,0.4253,15/02/2013,1.551831161
18/02/2013,0.7,18/02/2013,0.424,18/02/2013,1.546551191
19/02/2013,0.6906,19/02/2013,0.4225,19/02/2013,1.542495758
20/02/2013,0.6513,20/02/2013,0.4165,20/02/2013,1.523461304
21/02/2013,0.625,21/02/2013,0.4032,21/02/2013,1.525553013
22/02/2013,0.6388,22/02/2013,0.401,22/02/2013,1.516300227
25/02/2013,0.636,25/02/2013,0.386,25/02/2013,1.516530179
26/02/2013,0.615,26/02/2013,0.3917,26/02/2013,1.512401694
27/02/2013,0.611,27/02/2013,0.394,27/02/2013,1.515840534
28/02/2013,0.601,28/02/2013,0.3824,28/02/2013,1.516530179
01/03/2013,0.575,01/03/2013,0.3751,01/03/2013,1.503759398
04/03/2013,0.588,04/03/2013,0.372,04/03/2013,1.511487304
05/03/2013,0.595,05/03/2013,0.378,05/03/2013,1.512630464
06/03/2013,0.586,06/03/2013,0.3825,06/03/2013,1.501501502
07/03/2013,0.608,07/03/2013,0.395,07/03/2013,1.501501502
08/03/2013,0.611,08/03/2013,0.3985,08/03/2013,1.492537313
11/03/2013,0.59,11/03/2013,0.3986,11/03/2013,1.49142431
12/03/2013,0.579,12/03/2013,0.393,12/03/2013,1.490312966
13/03/2013,0.591,13/03/2013,0.394,13/03/2013,1.49231458
14/03/2013,0.61,14/03/2013,0.4019,14/03/2013,1.508295626
15/03/2013,0.6013,15/03/2013,0.3926,15/03/2013,1.511258879
18/03/2013,0.5825,18/03/2013,0.396,18/03/2013,1.510574018
19/03/2013,0.614,19/03/2013,0.4205,19/03/2013,1.509889778
20/03/2013,0.595,20/03/2013,0.416,20/03/2013,1.509889778
21/03/2013,0.611,21/03/2013,0.4265,21/03/2013,1.517220452
22/03/2013,0.634,22/03/2013,0.4265,22/03/2013,1.522997259
25/03/2013,0.62,25/03/2013,0.4255,25/03/2013,1.517450683
26/03/2013,0.61,26/03/2013,0.428,26/03/2013,1.516070346
27/03/2013,0.605,27/03/2013,0.4215,27/03/2013,1.512859304
28/03/2013,0.613,28/03/2013,0.416,28/03/2013,1.519295047
29/03/2013,0.6113,29/03/2013,0.4165,29/03/2013,1.519756839
01/04/2013,0.6113,01/04/2013,0.4083,01/04/2013,1.522997259
02/04/2013,0.592,02/04/2013,0.406,02/04/2013,1.510345869
03/04/2013,0.592,03/04/2013,0.3915,03/04/2013,1.512859304
04/04/2013,0.586,04/04/2013,0.3815,04/04/2013,1.523461304
05/04/2013,0.581,05/04/2013,0.3758,05/04/2013,1.533742331
08/04/2013,0.584,08/04/2013,0.3805,08/04/2013,1.525553013
09/04/2013,0.594,09/04/2013,0.377,09/04/2013,1.53233221
10/04/2013,0.593,10/04/2013,0.376,10/04/2013,1.533272002
11/04/2013,0.59,11/04/2013,0.3708,11/04/2013,1.538698261
12/04/2013,0.586,12/04/2013,0.372,12/04/2013,1.534448366
15/04/2013,0.576,15/04/2013,0.368,15/04/2013,1.528584531
16/04/2013,0.59,16/04/2013,0.3678,16/04/2013,1.53609831
17/04/2013,0.586,17/04/2013,0.3708,17/04/2013,1.523925632
18/04/2013,0.581,18/04/2013,0.366,18/04/2013,1.527883881
19/04/2013,0.574,19/04/2013,0.3704,19/04/2013,1.523229246
22/04/2013,0.571,22/04/2013,0.362,22/04/2013,1.529285824
23/04/2013,0.561,23/04/2013,0.3637,23/04/2013,1.523925632
24/04/2013,0.57,24/04/2013,0.3604,24/04/2013,1.526950679
25/04/2013,0.58,25/04/2013,0.3631,25/04/2013,1.543209877
26/04/2013,0.5838,26/04/2013,0.359,26/04/2013,1.54726907
29/04/2013,0.579,29/04/2013,0.346,29/04/2013,1.549907006
30/04/2013,0.581,30/04/2013,0.3484,30/04/2013,1.553036186
01/05/2013,0.588,01/05/2013,0.342,01/05/2013,1.555451859
02/05/2013,0.567,02/05/2013,0.3382,02/05/2013,1.55351872
03/05/2013,0.595,03/05/2013,0.3567,03/05/2013,1.557389815
06/05/2013,0.595,06/05/2013,0.3584,06/05/2013,1.554001554
07/05/2013,0.614,07/05/2013,0.3646,07/05/2013,1.54822728
08/05/2013,0.616,08/05/2013,0.3581,08/05/2013,1.55351872
09/05/2013,0.613,09/05/2013,0.3579,09/05/2013,1.544878727
10/05/2013,0.635,10/05/2013,0.3707,10/05/2013,1.535862387
13/05/2013,0.63,13/05/2013,0.381,13/05/2013,1.52975371
14/05/2013,0.6275,14/05/2013,0.3876,14/05/2013,1.520912548
15/05/2013,0.626,15/05/2013,0.382,15/05/2013,1.523461304
16/05/2013,0.621,16/05/2013,0.374,16/05/2013,1.526950679
17/05/2013,0.618,17/05/2013,0.3898,17/05/2013,1.516990291
20/05/2013,0.63,20/05/2013,0.386,20/05/2013,1.525553013
21/05/2013,0.63,21/05/2013,0.381,21/05/2013,1.515381118
22/05/2013,0.612,22/05/2013,0.394,22/05/2013,1.505117399
23/05/2013,0.625,23/05/2013,0.3992,23/05/2013,1.510802236
24/05/2013,0.6363,24/05/2013,0.405,24/05/2013,1.512401694
27/05/2013,0.6363,27/05/2013,0.405,27/05/2013,1.509889778
28/05/2013,0.651,28/05/2013,0.4709,28/05/2013,1.503985562
29/05/2013,0.676,29/05/2013,0.4558,29/05/2013,1.513088213
30/05/2013,0.664,30/05/2013,0.4572,30/05/2013,1.523229246
31/05/2013,0.693,31/05/2013,0.4585,31/05/2013,1.51998784
03/06/2013,0.709,03/06/2013,0.4554,03/06/2013,1.532097441
04/06/2013,0.7125,04/06/2013,0.4655,04/06/2013,1.531159087
05/06/2013,0.696,05/06/2013,0.4586,05/06/2013,1.54059467
06/06/2013,0.7135,06/06/2013,0.4633,06/06/2013,1.560062402
07/06/2013,0.7435,07/06/2013,0.4844,07/06/2013,1.555693839
10/06/2013,0.7915,10/06/2013,0.4935,10/06/2013,1.557147306
11/06/2013,0.7815,11/06/2013,0.501,11/06/2013,1.56470036
12/06/2013,0.7575,12/06/2013,0.5008,12/06/2013,1.568135487
13/06/2013,0.7615,13/06/2013,0.4444,13/06/2013,1.572079862
14/06/2013,0.714,14/06/2013,0.43,14/06/2013,1.570598398
17/06/2013,0.737,17/06/2013,0.4264,17/06/2013,1.572079862
18/06/2013,0.7595,18/06/2013,0.4239,18/06/2013,1.564210856
19/06/2013,0.748,19/06/2013,0.4727,19/06/2013,1.548467018
20/06/2013,0.823,20/06/2013,0.5076,20/06/2013,1.550868486
21/06/2013,0.87,21/06/2013,0.5661,21/06/2013,1.5417823
24/06/2013,0.9565,24/06/2013,0.5789,24/06/2013,1.543448063
25/06/2013,0.9135,25/06/2013,0.584,25/06/2013,1.542257866
26/06/2013,0.828,26/06/2013,0.5335,26/06/2013,1.531393568
27/06/2013,0.8355,27/06/2013,0.5056,27/06/2013,1.526018617
28/06/2013,0.798,28/06/2013,0.51,28/06/2013,1.5211439
01/07/2013,0.8075,01/07/2013,0.5174,01/07/2013,1.521838381
02/07/2013,0.7925,02/07/2013,0.5226,02/07/2013,1.515610791
03/07/2013,0.8515,03/07/2013,0.549,03/07/2013,1.528117359
04/07/2013,0.7715,04/07/2013,0.52,04/07/2013,1.507159005
05/07/2013,0.765,05/07/2013,0.585,05/07/2013,1.488316714
08/07/2013,0.7315,08/07/2013,0.5391,08/07/2013,1.494991778
09/07/2013,0.7015,09/07/2013,0.5357,09/07/2013,1.486546752
10/07/2013,0.7355,10/07/2013,0.5162,10/07/2013,1.501050736
11/07/2013,0.7595,11/07/2013,0.4982,11/07/2013,1.518372305
12/07/2013,0.7575,12/07/2013,0.5258,12/07/2013,1.510802236
15/07/2013,0.7615,15/07/2013,0.51,15/07/2013,1.509889778
16/07/2013,0.7085,16/07/2013,0.4951,16/07/2013,1.516070346
17/07/2013,0.6905,17/07/2013,0.4755,17/07/2013,1.521375323
18/07/2013,0.6885,18/07/2013,0.4795,18/07/2013,1.522533496
19/07/2013,0.703,19/07/2013,0.4749,19/07/2013,1.526717557
