Date1,UK2Y,Date2,US2Y,Date3,GBPUSD
28/01/2015,0.867,19/01/2015,0.72,19/01/2015,1.511258879
29/01/2015,0.86,20/01/2015,0.7385,20/01/2015,1.514692517
30/01/2015,0.838,21/01/2015,0.7493,21/01/2015,1.514233798
02/02/2015,0.855,22/01/2015,0.7695,22/01/2015,1.501050736
03/02/2015,0.882,23/01/2015,0.746,23/01/2015,1.499250375
04/02/2015,0.903,26/01/2015,0.7705,26/01/2015,1.508068165
05/02/2015,0.917,27/01/2015,0.7635,27/01/2015,1.519756839
06/02/2015,0.995,28/01/2015,0.7213,28/01/2015,1.513775356
09/02/2015,0.97,29/01/2015,0.7455,29/01/2015,1.506704837
10/02/2015,0.996,30/01/2015,0.6915,30/01/2015,1.506477855
11/02/2015,0.987,02/02/2015,0.7035,02/02/2015,1.503759398
12/02/2015,0.95,03/02/2015,0.7575,03/02/2015,1.516530179
13/02/2015,0.9338,04/02/2015,0.7365,04/02/2015,1.518141794
16/02/2015,0.941,05/02/2015,0.7734,05/02/2015,1.532801962
17/02/2015,0.967,06/02/2015,0.8998,06/02/2015,1.524622656
18/02/2015,0.995,09/02/2015,0.9175,09/02/2015,1.521375323
19/02/2015,0.979,10/02/2015,0.916,10/02/2015,1.525320317
20/02/2015,0.963,11/02/2015,0.9283,11/02/2015,1.523925632
23/02/2015,0.969,12/02/2015,0.893,12/02/2015,1.538461538
24/02/2015,0.952,13/02/2015,0.9043,13/02/2015,1.539171926
25/02/2015,0.953,16/02/2015,0.897,16/02/2015,1.536334306
26/02/2015,0.971,17/02/2015,0.9355,17/02/2015,1.535390757
27/02/2015,0.996,18/02/2015,0.8755,18/02/2015,1.543686323
02/03/2015,0.995,19/02/2015,0.9075,19/02/2015,1.541544628
03/03/2015,1.02,20/02/2015,0.917,20/02/2015,1.539882969
04/03/2015,1.034,23/02/2015,0.896,23/02/2015,1.545595054
05/03/2015,1.023,24/02/2015,0.8445,24/02/2015,1.545356205
06/03/2015,1.059,25/02/2015,0.8483,25/02/2015,1.552795031
09/03/2015,1.06,26/02/2015,0.8923,26/02/2015,1.54059467
10/03/2015,1.014,27/02/2015,0.8755,27/02/2015,1.543209877
11/03/2015,1.009,02/03/2015,0.913,02/03/2015,1.536570375
12/03/2015,0.985,03/03/2015,0.928,03/03/2015,1.53609831
13/03/2015,0.955,04/03/2015,0.9025,04/03/2015,1.526484506
16/03/2015,0.947,05/03/2015,0.8972,05/03/2015,1.523925632
17/03/2015,0.966,06/03/2015,0.9825,06/03/2015,1.503985562
18/03/2015,0.9258,09/03/2015,0.96,09/03/2015,1.512859304
19/03/2015,0.88,10/03/2015,0.948,10/03/2015,1.506931887
20/03/2015,0.87,11/03/2015,0.9495,11/03/2015,1.49298298
23/03/2015,0.859,12/03/2015,0.938,12/03/2015,1.488316714
24/03/2015,0.851,13/03/2015,0.9315,13/03/2015,1.474491301
25/03/2015,0.856,16/03/2015,0.92,16/03/2015,1.482799526
26/03/2015,0.896,17/03/2015,0.9403,17/03/2015,1.474926254
27/03/2015,0.867,18/03/2015,0.8172,18/03/2015,1.497902936
30/03/2015,0.883,19/03/2015,0.8721,19/03/2015,1.475361464
31/03/2015,0.886,20/03/2015,0.845,20/03/2015,1.495438911
01/04/2015,0.878,23/03/2015,0.8375,23/03/2015,1.495438911
02/04/2015,0.89,24/03/2015,0.8215,24/03/2015,1.485001485
07/04/2015,0.887,25/03/2015,0.839,25/03/2015,1.488095238
08/04/2015,0.889,26/03/2015,0.8524,26/03/2015,1.485001485
09/04/2015,0.89,27/03/2015,0.8345,27/03/2015,1.487209994
10/04/2015,0.884,30/03/2015,0.8225,30/03/2015,1.481262035
13/04/2015,0.891,31/03/2015,0.808,31/03/2015,1.481920569
14/04/2015,0.875,01/04/2015,0.7918,01/04/2015,1.482359917
15/04/2015,0.889,02/04/2015,0.7995,02/04/2015,1.482799526
16/04/2015,0.902,03/04/2015,0.7415,03/04/2015,1.492091913
17/04/2015,0.9038,06/04/2015,0.7564,06/04/2015,1.488095238
20/04/2015,0.9218,07/04/2015,0.774,07/04/2015,1.480823338
21/04/2015,0.9208,08/04/2015,0.7838,08/04/2015,1.486767767
22/04/2015,0.988,09/04/2015,0.8095,09/04/2015,1.471453796
23/04/2015,0.97,10/04/2015,0.8159,10/04/2015,1.463271876
24/04/2015,0.963,13/04/2015,0.793,13/04/2015,1.467566774
27/04/2015,0.972,14/04/2015,0.7753,14/04/2015,1.4781966
28/04/2015,0.968,15/04/2015,0.7635,15/04/2015,1.484340211
29/04/2015,0.985,16/04/2015,0.748,16/04/2015,1.493428913
30/04/2015,1,17/04/2015,0.771,17/04/2015,1.496333982
01/05/2015,1.007,20/04/2015,0.7885,20/04/2015,1.490757305
04/05/2015,1.01,21/04/2015,0.7905,21/04/2015,1.492537313
05/05/2015,1.04,22/04/2015,0.817,22/04/2015,1.503759398
06/05/2015,1.042,23/04/2015,0.797,23/04/2015,1.50579732
07/05/2015,1.018,24/04/2015,0.7685,24/04/2015,1.518833536
08/05/2015,0.9918,27/04/2015,0.7783,27/04/2015,1.523693433
11/05/2015,1.036,28/04/2015,0.8,28/04/2015,1.533742331
12/05/2015,1.043,29/04/2015,0.7975,29/04/2015,1.543924656
13/05/2015,1.027,30/04/2015,0.8232,30/04/2015,1.535155051
14/05/2015,1.006,01/05/2015,0.8555,01/05/2015,1.514463123
15/05/2015,0.98,04/05/2015,0.858,04/05/2015,1.51194436
18/05/2015,0.998,05/05/2015,0.8805,05/05/2015,1.518141794
19/05/2015,0.996,06/05/2015,0.893,06/05/2015,1.524622656
20/05/2015,1.004,07/05/2015,0.9041,07/05/2015,1.524855139
21/05/2015,1.0215,08/05/2015,0.84,08/05/2015,1.543686323
22/05/2015,1.0195,11/05/2015,0.8894,11/05/2015,1.558603491
26/05/2015,1.007,12/05/2015,0.864,12/05/2015,1.567152484
27/05/2015,1.0045,13/05/2015,0.843,13/05/2015,1.574555188
28/05/2015,0.98,14/05/2015,0.8055,14/05/2015,1.577535889
29/05/2015,0.9735,15/05/2015,0.8045,15/05/2015,1.572574304
01/06/2015,0.986,18/05/2015,0.8368,18/05/2015,1.565190171
02/06/2015,0.9985,19/05/2015,0.8701,19/05/2015,1.551109043
03/06/2015,1.0235,20/05/2015,0.8438,20/05/2015,1.55351872
04/06/2015,1.0115,21/05/2015,0.8358,21/05/2015,1.566170713
05/06/2015,1.0125,22/05/2015,0.88,22/05/2015,1.549186677
08/06/2015,1.0075,25/05/2015,0.8795,25/05/2015,1.547029703
09/06/2015,1.027,26/05/2015,0.8752,26/05/2015,1.538224888
10/06/2015,1.0345,27/05/2015,0.8823,27/05/2015,1.535390757
11/06/2015,1.0235,28/05/2015,0.8655,28/05/2015,1.531393568
12/06/2015,1.0255,29/05/2015,0.8495,29/05/2015,1.529285824
15/06/2015,1.0385,01/06/2015,0.8865,01/06/2015,1.520218912
16/06/2015,1.021,02/06/2015,0.889,02/06/2015,1.534448366
17/06/2015,1.084,03/06/2015,0.9125,03/06/2015,1.533977604
18/06/2015,1.074,04/06/2015,0.91,04/06/2015,1.536570375
19/06/2015,1.0625,05/06/2015,0.962,05/06/2015,1.526717557
22/06/2015,1.1,08/06/2015,0.9425,08/06/2015,1.534919417
23/06/2015,1.125,09/06/2015,0.9708,09/06/2015,1.538461538
24/06/2015,1.1545,10/06/2015,0.982,10/06/2015,1.553036186
25/06/2015,1.1515,11/06/2015,0.9793,11/06/2015,1.55159038
26/06/2015,1.172,12/06/2015,0.9938,12/06/2015,1.556178027
29/06/2015,1.1075,15/06/2015,0.9735,15/06/2015,1.560062402
30/06/2015,1.095,16/06/2015,0.9535,16/06/2015,1.564945227
01/07/2015,1.14,17/06/2015,0.9115,17/06/2015,1.583280557
02/07/2015,1.103,18/06/2015,0.899,18/06/2015,1.588057805
03/07/2015,1.092,19/06/2015,0.8715,19/06/2015,1.587805653
06/07/2015,1.074,22/06/2015,0.9075,22/06/2015,1.582528881
07/07/2015,1.027,23/06/2015,0.9195,23/06/2015,1.572821642
08/07/2015,1.0265,24/06/2015,0.906,24/06/2015,1.570598398
09/07/2015,1.058,25/06/2015,0.8977,25/06/2015,1.574555188
10/07/2015,1.086,26/06/2015,0.9395,26/06/2015,1.57480315
13/07/2015,1.109,29/06/2015,0.8858,29/06/2015,1.573811772
14/07/2015,1.1485,30/06/2015,0.9044,30/06/2015,1.570598398
15/07/2015,1.1525,01/07/2015,0.9415,01/07/2015,1.561767921
16/07/2015,1.154,02/07/2015,0.8937,02/07/2015,1.561036528
17/07/2015,1.162,03/07/2015,0.8789,03/07/2015,1.556904873
20/07/2015,1.1555,06/07/2015,0.8549,06/07/2015,1.560549313
21/07/2015,1.154,07/07/2015,0.8427,07/07/2015,1.546072975
22/07/2015,1.1715,08/07/2015,0.7985,08/07/2015,1.53609831
23/07/2015,1.1605,09/07/2015,0.8407,09/07/2015,1.537988311
24/07/2015,1.134,10/07/2015,0.8938,10/07/2015,1.551831161
27/07/2015,1.1275,13/07/2015,0.929,13/07/2015,1.54870683
28/07/2015,1.1205,14/07/2015,0.8864,14/07/2015,1.563721658
29/07/2015,1.1375,15/07/2015,0.8781,15/07/2015,1.563966218
30/07/2015,1.147,16/07/2015,0.909,16/07/2015,1.561036528
31/07/2015,1.1025,17/07/2015,0.9271,17/07/2015,1.560549313
03/08/2015,1.1095,20/07/2015,0.9648,20/07/2015,1.556420233
04/08/2015,1.1185,21/07/2015,0.9342,21/07/2015,1.555693839
05/08/2015,1.157,22/07/2015,0.9609,22/07/2015,1.56128025
06/08/2015,1.144,23/07/2015,0.946,23/07/2015,1.551349674
07/08/2015,1.1275,24/07/2015,0.9293,24/07/2015,1.550868486
10/08/2015,1.1485,27/07/2015,0.8988,27/07/2015,1.555935895
11/08/2015,1.0995,28/07/2015,0.9132,28/07/2015,1.56128025
12/08/2015,1.084,29/07/2015,0.9268,29/07/2015,1.560549313
13/08/2015,1.095,30/07/2015,0.9637,30/07/2015,1.560062402
14/08/2015,1.1055,31/07/2015,0.8957,31/07/2015,1.562255898
17/08/2015,1.0795,03/08/2015,0.8985,03/08/2015,1.558603491
18/08/2015,1.1055,04/08/2015,0.9639,04/08/2015,1.556420233
19/08/2015,1.0715,05/08/2015,0.9743,05/08/2015,1.56030582
20/08/2015,1.0565,06/08/2015,0.9609,06/08/2015,1.551349674
21/08/2015,1.0285,07/08/2015,0.9685,07/08/2015,1.549426712
24/08/2015,1.014,10/08/2015,0.9768,10/08/2015,1.559332606
25/08/2015,1.033,11/08/2015,0.9222,11/08/2015,1.557147306
26/08/2015,1.016,12/08/2015,0.9145,12/08/2015,1.56128025
27/08/2015,1.0375,13/08/2015,0.9514,13/08/2015,1.561036528
28/08/2015,1.045,14/08/2015,0.9663,14/08/2015,1.564210856
31/08/2015,1.036,17/08/2015,0.9465,17/08/2015,1.558603491
01/09/2015,1.04,18/08/2015,0.9512,18/08/2015,1.565925462
02/09/2015,1.034,19/08/2015,0.897,19/08/2015,1.567889621
03/09/2015,1.028,20/08/2015,0.887,20/08/2015,1.568873549
04/09/2015,0.995,21/08/2015,0.845,21/08/2015,1.569612306
07/09/2015,1.0055,24/08/2015,0.788,24/08/2015,1.577535889
08/09/2015,1.021,25/08/2015,0.7948,25/08/2015,1.568627451
09/09/2015,1.0335,26/08/2015,0.8105,26/08/2015,1.546312046
10/09/2015,1.0335,27/08/2015,0.8345,27/08/2015,1.540357363
11/09/2015,1.0183,28/08/2015,0.869,28/08/2015,1.538935057
14/09/2015,1.0208,31/08/2015,0.8925,31/08/2015,1.534448366
15/09/2015,1.0395,01/09/2015,0.8405,01/09/2015,1.530456076
16/09/2015,1.068,02/09/2015,0.8426,02/09/2015,1.52998776
17/09/2015,1.023,03/09/2015,0.8385,03/09/2015,1.52578578
18/09/2015,0.996,04/09/2015,0.8399,04/09/2015,1.516990291
21/09/2015,1.011,07/09/2015,0.8392,07/09/2015,1.527417138
22/09/2015,0.96,08/09/2015,0.8543,08/09/2015,1.539645881
23/09/2015,0.963,09/09/2015,0.8598,09/09/2015,1.536806516
24/09/2015,0.936,10/09/2015,0.8718,10/09/2015,1.544401544
25/09/2015,0.963,11/09/2015,0.853,11/09/2015,1.542971764
28/09/2015,0.941,14/09/2015,0.8618,14/09/2015,1.542733724
29/09/2015,0.938,15/09/2015,0.9188,15/09/2015,1.534448366
30/09/2015,0.942,16/09/2015,0.9196,16/09/2015,1.549426712
01/10/2015,0.948,17/09/2015,0.8141,17/09/2015,1.559089492
02/10/2015,0.907,18/09/2015,0.803,18/09/2015,1.553036186
05/10/2015,0.933,21/09/2015,0.8255,21/09/2015,1.550628004
06/10/2015,0.9405,22/09/2015,0.7895,22/09/2015,1.536570375
07/10/2015,0.9675,23/09/2015,0.7975,23/09/2015,1.524390244
08/10/2015,0.956,24/09/2015,0.7842,24/09/2015,1.524390244
09/10/2015,0.9685,25/09/2015,0.7943,25/09/2015,1.517680983
12/10/2015,0.959,28/09/2015,0.7683,28/09/2015,1.517220452
13/10/2015,0.9495,29/09/2015,0.7495,29/09/2015,1.515151515
14/10/2015,0.9045,30/09/2015,0.7479,30/09/2015,1.512859304
15/10/2015,0.9125,01/10/2015,0.7769,01/10/2015,1.513088213
16/10/2015,0.921,02/10/2015,0.7071,02/10/2015,1.517911354
19/10/2015,0.937,05/10/2015,0.7386,05/10/2015,1.514692517
20/10/2015,0.948,06/10/2015,0.7257,06/10/2015,1.522765342
21/10/2015,0.9285,07/10/2015,0.7488,07/10/2015,1.531862745
22/10/2015,0.918,08/10/2015,0.7618,08/10/2015,1.534919417
23/10/2015,0.941,09/10/2015,0.766,09/10/2015,1.531628121
26/10/2015,0.933,12/10/2015,0.761,12/10/2015,1.534919417
27/10/2015,0.918,13/10/2015,0.7328,13/10/2015,1.524855139
28/10/2015,0.922,14/10/2015,0.665,14/10/2015,1.547748027
29/10/2015,0.9905,15/10/2015,0.7135,15/10/2015,1.545833977
30/10/2015,0.979,16/10/2015,0.7291,16/10/2015,1.543924656
02/11/2015,1.002,19/10/2015,0.7111,19/10/2015,1.546551191
03/11/2015,1.034,20/10/2015,0.74,20/10/2015,1.544401544
04/11/2015,1.056,21/10/2015,0.7325,21/10/2015,1.5417823
05/11/2015,1.018,22/10/2015,0.7285,22/10/2015,1.539408867
06/11/2015,1.058,23/10/2015,0.762,23/10/2015,1.531393568
09/11/2015,1.0385,26/10/2015,0.7468,26/10/2015,1.535155051
10/11/2015,1.02,27/10/2015,0.7365,27/10/2015,1.52998776
11/11/2015,1.04,28/10/2015,0.8209,28/10/2015,1.526251526
12/11/2015,1.018,29/10/2015,0.8445,29/10/2015,1.530924679
13/11/2015,0.992,30/10/2015,0.8469,30/10/2015,1.542971764
16/11/2015,0.9735,02/11/2015,0.8665,02/11/2015,1.5417823
17/11/2015,0.9875,03/11/2015,0.88,03/11/2015,1.542020046
18/11/2015,1.001,04/11/2015,0.905,04/11/2015,1.538461538
19/11/2015,0.976,05/11/2015,0.904,05/11/2015,1.520912548
20/11/2015,0.967,06/11/2015,0.9788,06/11/2015,1.504890895
23/11/2015,0.961,09/11/2015,0.9838,09/11/2015,1.511487304
24/11/2015,0.955,10/11/2015,0.9685,10/11/2015,1.51194436
25/11/2015,0.9585,11/11/2015,0.9815,11/11/2015,1.521375323
26/11/2015,0.9575,12/11/2015,0.9741,12/11/2015,1.523229246
27/11/2015,0.94,13/11/2015,0.9353,13/11/2015,1.523693433
30/11/2015,0.938,16/11/2015,0.938,16/11/2015,1.520218912
01/12/2015,0.9195,17/11/2015,0.9397,17/11/2015,1.521375323
02/12/2015,0.9495,18/11/2015,0.9565,18/11/2015,1.523693433
03/12/2015,0.9915,19/11/2015,0.95,19/11/2015,1.529051988
04/12/2015,1.003,20/11/2015,0.959,20/11/2015,1.519064256
07/12/2015,0.9865,23/11/2015,0.986,23/11/2015,1.512172993
08/12/2015,0.991,24/11/2015,0.9865,24/11/2015,1.508295626
09/12/2015,0.995,25/11/2015,0.987,25/11/2015,1.512859304
10/12/2015,1.0075,26/11/2015,0.9935,26/11/2015,1.510117789
11/12/2015,0.9845,27/11/2015,0.982,27/11/2015,1.503759398
14/12/2015,1.004,30/11/2015,0.9928,30/11/2015,1.505570611
15/12/2015,1.0225,01/12/2015,0.9682,01/12/2015,1.508295626
16/12/2015,1.022,02/12/2015,1.0015,02/12/2015,1.495215311
17/12/2015,1.021,03/12/2015,1.0348,03/12/2015,1.514463123
18/12/2015,1.014,04/12/2015,1.0345,04/12/2015,1.511258879
21/12/2015,1.0165,07/12/2015,1.041,07/12/2015,1.505570611
22/12/2015,1.03,08/12/2015,1.0474,08/12/2015,1.500825454
23/12/2015,1.0445,09/12/2015,1.0303,09/12/2015,1.518141794
24/12/2015,1.058,10/12/2015,1.0555,10/12/2015,1.516070346
25/12/2015,1.059,11/12/2015,0.9883,11/12/2015,1.522765342
28/12/2015,1.057,14/12/2015,1.0183,14/12/2015,1.514233798
29/12/2015,1.0805,15/12/2015,1.0371,15/12/2015,1.503985562
30/12/2015,1.099,16/12/2015,1.0808,16/12/2015,1.500375094
31/12/2015,1.094,17/12/2015,1.0883,17/12/2015,1.490312966
01/01/2016,1.0995,18/12/2015,1.0898,18/12/2015,1.489646954
04/01/2016,1.0465,21/12/2015,1.1,21/12/2015,1.488538255
05/01/2016,1.0185,22/12/2015,1.112,22/12/2015,1.482799526
06/01/2016,0.9865,23/12/2015,1.1201,23/12/2015,1.486988848
07/01/2016,0.9615,24/12/2015,1.1295,24/12/2015,1.490979574
08/01/2016,0.94,25/12/2015,1.1295,25/12/2015,1.483679525
11/01/2016,0.9255,28/12/2015,1.14,28/12/2015,1.487873828
12/01/2016,0.9075,29/12/2015,1.1768,29/12/2015,1.481700993
13/01/2016,0.9195,30/12/2015,1.1815,30/12/2015,1.481481481
14/01/2016,0.9115,31/12/2015,1.179,31/12/2015,1.473622163
15/01/2016,0.831,01/01/2016,1.1795,01/01/2016,1.477541371
18/01/2016,0.8675,04/01/2016,1.1529,04/01/2016,1.471670346
19/01/2016,0.8635,05/01/2016,1.1323,05/01/2016,1.467351431
20/01/2016,0.827,06/01/2016,1.0878,06/01/2016,1.463057791
21/01/2016,0.8515,07/01/2016,1.043,07/01/2016,1.461774594
22/01/2016,0.8695,08/01/2016,1.0195,08/01/2016,1.451800232
25/01/2016,0.8585,11/01/2016,1.024,11/01/2016,1.454333915
26/01/2016,0.861,12/01/2016,0.9959,12/01/2016,1.444877908
27/01/2016,0.873,13/01/2016,0.9861,13/01/2016,1.440714594
28/01/2016,0.8595,14/01/2016,0.9618,14/01/2016,1.441337561
29/01/2016,0.782,15/01/2016,0.91,15/01/2016,1.42551675
01/02/2016,0.8215,18/01/2016,0.8995,18/01/2016,1.424298533
02/02/2016,0.7885,19/01/2016,0.933,19/01/2016,1.415828968
03/02/2016,0.768,20/01/2016,0.8925,20/01/2016,1.419043565
04/02/2016,0.774,21/01/2016,0.902,21/01/2016,1.422070535
05/02/2016,0.782,22/01/2016,0.9363,22/01/2016,1.426330053
08/02/2016,0.758,25/01/2016,0.9196,25/01/2016,1.424907381
09/02/2016,0.728,26/01/2016,0.905,26/01/2016,1.434926101
10/02/2016,0.758,27/01/2016,0.901,27/01/2016,1.423284942
11/02/2016,0.688,28/01/2016,0.8893,28/01/2016,1.436162574
12/02/2016,0.748,29/01/2016,0.8403,29/01/2016,1.424501425
15/02/2016,0.753,01/02/2016,0.8637,01/02/2016,1.443418014
16/02/2016,0.749,02/02/2016,0.7914,02/02/2016,1.44092219
17/02/2016,0.7805,03/02/2016,0.7843,03/02/2016,1.460280374
18/02/2016,0.7795,04/02/2016,0.7823,04/02/2016,1.459002043
19/02/2016,0.77,05/02/2016,0.8165,05/02/2016,1.450116009
22/02/2016,0.77,08/02/2016,0.7685,08/02/2016,1.443209698
23/02/2016,0.7775,09/02/2016,0.7636,09/02/2016,1.447178003
24/02/2016,0.7445,10/02/2016,0.7349,10/02/2016,1.452432825
25/02/2016,0.7115,11/02/2016,0.7169,11/02/2016,1.447596989
26/02/2016,0.734,12/02/2016,0.7735,12/02/2016,1.450536699
29/02/2016,0.7135,15/02/2016,0.786,15/02/2016,1.443418014
01/03/2016,0.733,16/02/2016,0.7733,16/02/2016,1.430615165
02/03/2016,0.7625,17/02/2016,0.7965,17/02/2016,1.429183936
03/03/2016,0.766,18/02/2016,0.7668,18/02/2016,1.434102969
04/03/2016,0.7885,19/02/2016,0.8055,19/02/2016,1.440714594
07/03/2016,0.799,22/02/2016,0.81,22/02/2016,1.415027593
08/03/2016,0.775,23/02/2016,0.7873,23/02/2016,1.402131239
09/03/2016,0.7805,24/02/2016,0.803,24/02/2016,1.39256371
10/03/2016,0.808,25/02/2016,0.7783,25/02/2016,1.396258028
11/03/2016,0.844,26/02/2016,0.8345,26/02/2016,1.387347392
14/03/2016,0.843,29/02/2016,0.8303,29/02/2016,1.391788448
15/03/2016,0.831,01/03/2016,0.8857,01/03/2016,1.394894685
16/03/2016,0.8465,02/03/2016,0.8953,02/03/2016,1.407855836
17/03/2016,0.8225,03/03/2016,0.888,03/03/2016,1.417434444
18/03/2016,0.818,04/03/2016,0.9163,04/03/2016,1.422677479
21/03/2016,0.8275,07/03/2016,0.953,07/03/2016,1.426533524
22/03/2016,0.827,08/03/2016,0.9125,08/03/2016,1.421666193
23/03/2016,0.806,09/03/2016,0.9393,09/03/2016,1.421666193
24/03/2016,0.823,10/03/2016,0.9794,10/03/2016,1.427959446
25/03/2016,0.823,11/03/2016,1.0142,11/03/2016,1.438021283
28/03/2016,0.823,14/03/2016,1.0098,14/03/2016,1.43020595
29/03/2016,0.809,15/03/2016,1.031,15/03/2016,1.415027593
30/03/2016,0.812,16/03/2016,0.9293,16/03/2016,1.42612664
31/03/2016,0.796,17/03/2016,0.935,17/03/2016,1.448225923
01/04/2016,0.7875,18/03/2016,0.9165,18/03/2016,1.447596989
04/04/2016,0.796,21/03/2016,0.9542,21/03/2016,1.436988073
05/04/2016,0.76,22/03/2016,0.982,22/03/2016,1.420858198
06/04/2016,0.7625,23/03/2016,0.959,23/03/2016,1.411631846
07/04/2016,0.752,24/03/2016,0.9723,24/03/2016,1.415227852
08/04/2016,0.762,25/03/2016,0.9725,25/03/2016,1.413427562
11/04/2016,0.7765,28/03/2016,0.9678,28/03/2016,1.425313569
12/04/2016,0.804,29/03/2016,0.8928,29/03/2016,1.438641922
13/04/2016,0.8115,30/03/2016,0.8635,30/03/2016,1.437814522
14/04/2016,0.816,31/03/2016,0.8413,31/03/2016,1.436162574
15/04/2016,0.8005,01/04/2016,0.8714,01/04/2016,1.422677479
18/04/2016,0.8155,04/04/2016,0.8595,04/04/2016,1.426330053
19/04/2016,0.8315,05/04/2016,0.8368,05/04/2016,1.416029453
20/04/2016,0.839,06/04/2016,0.8561,06/04/2016,1.412229911
21/04/2016,0.8615,07/04/2016,0.8255,07/04/2016,1.405678943
22/04/2016,0.868,08/04/2016,0.8452,08/04/2016,1.412628902
25/04/2016,0.8725,11/04/2016,0.844,11/04/2016,1.423690205
26/04/2016,0.8905,12/04/2016,0.868,12/04/2016,1.427551749
27/04/2016,0.881,13/04/2016,0.8678,13/04/2016,1.420454545
28/04/2016,0.8725,14/04/2016,0.8828,14/04/2016,1.415628539
29/04/2016,0.8695,15/04/2016,0.857,15/04/2016,1.420454545
02/05/2016,0.8695,18/04/2016,0.8688,18/04/2016,1.427755568
03/05/2016,0.8335,19/04/2016,0.8955,19/04/2016,1.439884809
04/05/2016,0.8255,20/04/2016,0.9353,20/04/2016,1.43307538
05/05/2016,0.8,21/04/2016,0.9418,21/04/2016,1.432254368
06/05/2016,0.779,22/04/2016,0.9518,22/04/2016,1.440714594
09/05/2016,0.7545,25/04/2016,0.965,25/04/2016,1.448225923
10/05/2016,0.7595,26/04/2016,0.971,26/04/2016,1.458151064
11/05/2016,0.7645,27/04/2016,0.937,27/04/2016,1.454333915
12/05/2016,0.7805,28/04/2016,0.918,28/04/2016,1.460706982
13/05/2016,0.766,29/04/2016,0.9189,29/04/2016,1.46113384
16/05/2016,0.7685,02/05/2016,0.9335,02/05/2016,1.467351431
17/05/2016,0.766,03/05/2016,0.898,03/05/2016,1.453488372
18/05/2016,0.796,04/05/2016,0.8818,04/05/2016,1.449485433
19/05/2016,0.816,05/05/2016,0.8595,05/05/2016,1.448435689
20/05/2016,0.8225,06/05/2016,0.8747,06/05/2016,1.442793248
23/05/2016,0.819,09/05/2016,0.8463,09/05/2016,1.440714594
24/05/2016,0.856,10/05/2016,0.8613,10/05/2016,1.444460494
25/05/2016,0.8545,11/05/2016,0.8655,11/05/2016,1.444669171
26/05/2016,0.844,12/05/2016,0.889,12/05/2016,1.445086705
27/05/2016,0.843,13/05/2016,0.882,13/05/2016,1.436162574
30/05/2016,0.843,16/05/2016,0.9133,16/05/2016,1.440092166
31/05/2016,0.8315,17/05/2016,0.9515,17/05/2016,1.446340758
01/06/2016,0.808,18/05/2016,1.0088,18/05/2016,1.459854015
02/06/2016,0.775,19/05/2016,1.0175,19/05/2016,1.46113384
03/06/2016,0.727,20/05/2016,1.0157,20/05/2016,1.449905756
06/06/2016,0.717,23/05/2016,1.0304,23/05/2016,1.448435689
07/06/2016,0.732,24/05/2016,1.0555,24/05/2016,1.463486024
08/06/2016,0.733,25/05/2016,1.0472,25/05/2016,1.469723692
09/06/2016,0.742,26/05/2016,1.0085,26/05/2016,1.466920933
10/06/2016,0.747,27/05/2016,1.064,27/05/2016,1.462202076
13/06/2016,0.726,30/05/2016,1.079,30/05/2016,1.463914507
14/06/2016,0.698,31/05/2016,1.0295,31/05/2016,1.448225923
15/06/2016,0.697,01/06/2016,1.0465,01/06/2016,1.441545337
16/06/2016,0.702,02/06/2016,1.0353,02/06/2016,1.442377037
17/06/2016,0.726,03/06/2016,0.9245,03/06/2016,1.451800232
20/06/2016,0.81,06/06/2016,0.94,06/06/2016,1.444043321
21/06/2016,0.806,07/06/2016,0.9228,07/06/2016,1.454545455
22/06/2016,0.808,08/06/2016,0.9195,08/06/2016,1.450536699
23/06/2016,0.842,09/06/2016,0.9081,09/06/2016,1.44571346
24/06/2016,0.6035,10/06/2016,0.8727,10/06/2016,1.42551675
27/06/2016,0.5235,13/06/2016,0.8544,13/06/2016,1.427144284
28/06/2016,0.559,14/06/2016,0.874,14/06/2016,1.411631846
29/06/2016,0.5665,15/06/2016,0.8232,15/06/2016,1.420454545
30/06/2016,0.5005,16/06/2016,0.8318,16/06/2016,1.420252805
01/07/2016,0.5045,17/06/2016,0.8468,17/06/2016,1.435956347
04/07/2016,0.4935,20/06/2016,0.8915,20/06/2016,1.468860165
05/07/2016,0.4765,21/06/2016,0.8973,21/06/2016,1.465201465
06/07/2016,0.4925,22/06/2016,0.877,22/06/2016,1.47080453
,,23/06/2016,0.9145,23/06/2016,1.487652484
,,24/06/2016,0.7513,24/06/2016,1.367240908
,,27/06/2016,0.7128,27/06/2016,1.322751323
,,28/06/2016,0.7335,28/06/2016,1.334400854
,,29/06/2016,0.7718,29/06/2016,1.34264232
,,30/06/2016,0.7345,30/06/2016,1.331203408
,,01/07/2016,0.757,01/07/2016,1.327140013
,,04/07/2016,0.764,04/07/2016,1.328903654
,,05/07/2016,0.7285,05/07/2016,1.302252898
,,06/07/2016,0.7537,06/07/2016,1.295504599
